s-gold-supplier-year-icon,unit,title,title href,icon-link,icon-link href,cd href,vr,vr href,ui2-tag href,ui2-tag-body,ui2-tag href 2,ui2-tag-body 2,ui2-tag href 3,ui2-tag-body 3,img-thumb href,product,product 2,product 3,product 4,img-thumb href 2,product 5,product 6,product 7,product 8,img-thumb href 3,product 9,product 10,product 11,name,seller-star-level__container href,name 2,value,name 3,ellipsis,name 4,ellipsis 2,name 5,value 3,ellipsis 3,ellipsis 4,ellipsis 5,lab,lab 2,num,button href,alitalk-unit
15,YRS,"Dalian Ruici Industry Co., Ltd.",http://ruiciindustry.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://ruiciindustry.en.alibaba.com/contactinfo.html,Video,http://ruiciindustry.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Offline Trade Shows(1times),https://activity.alibaba.com/sale/suppliertags.html,"Total Floorspace (7,554㎡)",https://activity.alibaba.com/sale/suppliertags.html,Cooperated With Fortune 500,https://www.alibaba.com/product-detail/High-Pressure-South-Africa-QF-2C_1600238622657.html,High Pressure South Africa QF-2C  Medical Brass Kasweld Solenoid Cylinder Gas Bottle Bus Stop 4 Points  Valve,Concentrator,Oxygen,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Castings,Forgings,Stampings,Valve Parts,CNC Machining",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Western Europe 60%,North America 20%,Oceania 10%,Transactions(6 months),75,"$510,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=50140608&chkCompanyIds_f=IDX10BTvGc9at1r-7a332SN8-FUxrbneNNIaOveNXpXvds1qtkVzL47OIrd8PnBc4gH1&tracelog=contactOrg,Chat Now!
1,YR,"Shenzhen Hongliang Youpin Technology Co., Ltd.",http://hlyp8888.en.alibaba.com/company_profile.html#top-nav-bar,,,http://hlyp8888.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/Domestic-portable-2-10-L-adjustable_1600359320086.html,Domestic portable 2-10 L adjustable switch  generator the,oxygen,oxygen,concentrator,https://www.alibaba.com/product-detail/-font-b-Oxygen-b-font_1600391758307.html,gas generator humidifier manufacturers  generator  for home use,Oxygen,oxygen,concentrator,https://www.alibaba.com/product-detail/1-5L-best-domestic-design-font_1600359306175.html,1-5L best domestic design   with very light weight upgraded filter technology,oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"generators,Induction soap dispensers,alcohol sprays,dental scalers,electronic cigarettes",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Central America 50%,Western Europe 10%,Mid East 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=261962200&chkCompanyIds_f=IDX14fEZGcwCLyAgeILKBLu99N8i9roFEgKw-Eq_gEvO-k5TPzcT3yjfucTxsQjKbt1Z&tracelog=contactOrg,Chat Now!
3,YRS,"Shenzhen Yishengwei Technology Co., Ltd.",http://yswdz.en.alibaba.com/company_profile.html#top-nav-bar,,,http://yswdz.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/40PC100G2A-hospital-treatment-bed-font-b_1600143565220.html,40PC100G2A hospital treatment bed   blood pressure measurement pressure sensor,oxygen,concentrator,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Electronic Components,Bipolar transistor,MOS,Development board,chip",Country/Region:,China,Top 3 Markets:,North America 30%,,", 
                                                                                                                                ,",South Asia 10%,Mid East 10%,,Transactions(6 months),12,"$30,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=231329946&chkCompanyIds_f=IDX1TOtnZV-YbWr7RANMxgGvRrsIAmAjn2Y_61QbVdqt1D8KX5xRE8CqW_EbCZ80Km4E&tracelog=contactOrg,Chat Now!
1,YR,"Shenzhen Foland Technology Co., Ltd.",http://folandtech.en.alibaba.com/company_profile.html#top-nav-bar,,,http://folandtech.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/Factory-Directly-Sell-Pcb-Manufacture-Circuit_1600259546515.html,Factory Directly Sell Pcb Manufacture Circuit Board Assembly Pcb Board For,Oxygen,Concentrator,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"power modules,Bluetooth Intercom,fibre optic technology,PCBA,PCB",Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 40%,Western Europe 30%,Eastern Asia 15%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=258184614&chkCompanyIds_f=IDX1l-i5-WhpOOzLOCYLi9ELywOSuVt-8Glh9hrSTBUPJHsU9I7LGjP6fiIY0jBqjbOL&tracelog=contactOrg,Leave Messages
9,YRS,"Beijing Forever Beauty Laser Technology Development Co., Ltd.",http://hm-beautylaser.en.alibaba.com/company_profile.html#top-nav-bar,,,http://hm-beautylaser.en.alibaba.com/contactinfo.html,Video,http://hm-beautylaser.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/10-in-1-H2O2-Skin-Softening_62365555559.html,10 in 1 H2O2 Skin Softening Soluble Water Cleaning Pore Removal Pigmentation Removal Blackheads Removal Space  Machine,Oxygen,Oxygen,,https://www.alibaba.com/product-detail/10-in-1-H2O2-Skin-Tightening_1700002597705.html,10 in 1 H2O2 Skin Tightening Deep Cleaning Spot Removal Wrinkle Removal Pore Removal Space  Machine,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"808nm Diode Laser Hair Removal,OPT SHR E-light and IPL Machine,Cryolipolysis Machine,Micro Needle Fractional RF Machine",Country/Region:,China,Total Revenue:,US$5 Million - US$10 Million,Top 3 Markets:,", 
                                                                                                                                ,",Northern Europe 20%,Eastern Europe 20%,Oceania 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=214766112&chkCompanyIds_f=IDX1pbsXnrXnxEUR9Yet_JGmp0cR6WGmU2wRkaOCl9xcCZKf71lXhc2V99bfZYZZWlw8&tracelog=contactOrg,Leave Messages
3,YRS,"Hebei Sain Trading Co., Ltd.",http://sainbeauty.en.alibaba.com/company_profile.html#top-nav-bar,,,http://sainbeauty.en.alibaba.com/contactinfo.html,Video,http://sainbeauty.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/Air-Environment-Quality-Detector-CO2-gas_1600233704308.html,Air Environment Quality Detector CO2 gas  meter temperature humidity tester monitor 24 hours real time display data,concentration,,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Eyelash pad,Slimming Patch,Sleep Patch,Eye Mask,Eye pad",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 40%,Western Europe 20%,Eastern Europe 10%,Transactions(6 months),94,"$20,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=247024633&chkCompanyIds_f=IDX1mNV2hO4ttIQsQUGMIIYjyBgWYU_ln2XbEXTi9RMXd63LYJ38nv16LA20RJT13v_q&tracelog=contactOrg,Chat Now!
2,YRS,"Ningbo FST United Imp. & Exp. Co., Ltd.",http://fstauto.en.alibaba.com/company_profile.html#top-nav-bar,,,http://fstauto.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/36532-5MS-H01-Car-font-b_1600397395962.html,36532-5MS-H01 Car  Sensor For Honda Avancier 2.0T 2018-2020 UR-V 2018-2020 FST-HO-1236,Oxygen,Oxygen,,https://www.alibaba.com/product-detail/36532-RB7-Z01-Car-font-b_1600397439580.html,36532-RB7-Z01 Car  Sensor For Honda Jazz(Fit)2009 FST-HO-1234,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Auto part,electric parts,body parts,Suspension parts,ignition lock",Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",Africa 20%,Mid East 20%,Eastern Asia 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=200647165&chkCompanyIds_f=IDX1i4l3HytrRFLV7m-l2IXrPQc_yUrMp7bnjW6d44qDbIddBf79Msvrn-ORgnvfgeze&tracelog=contactOrg,Chat Now!
1,YR,"Shenzhen Shensi Technology Co., Ltd.",http://shensitech.en.alibaba.com/company_profile.html#top-nav-bar,,,http://shensitech.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/STB600-O2-Safe-Gas-Detection-Module_1600336501619.html,STB600-O2 Safe Gas Detection Module Wholesale Gas Monitoring  Sensor Module,Oxygen,Oxygen,Oxygen,https://www.alibaba.com/product-detail/Gas-Detection-Safety-Guarantee-Power-consumption_1600336773955.html,Gas Detection Safety Guarantee Power consumption fast response Monitoring  Gas Sensor Detector,,,,https://www.alibaba.com/product-detail/Air-Quality-sensor-Gas-Detection-Safety_1600336788877.html,Air Quality sensor Gas Detection Safety Guarantee Monitoring  Gas Sensor Detector,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"air quality sensor module,air purifier sensor module,Methane gas sensor module,Carbon dioxide sensor,Electronic purification filter module",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 40%,South Asia 15%,Mid East 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=260483109&chkCompanyIds_f=IDX1UcgadaSLUL56mUkI_Jnkfo9TOysbzrFjc6faGHkri3qfb5aJKGT5Tr5i6R0Ws7Kc&tracelog=contactOrg,Chat Now!
9,YRS,"Jinan Mao An Instrument Co., Ltd.",http://maoan.en.alibaba.com/company_profile.html#top-nav-bar,,,http://maoan.en.alibaba.com/contactinfo.html,Video,http://maoan.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/Portable-Hydrogen-font-b-Oxygen-b_60376630309.html,"Portable Hydrogen  Generator, breathe Pure O2 and H2, Only use pure water",Oxygen,Concentrator,,https://www.alibaba.com/product-detail/High-Quality-Hydrogen-font-b-Concentrator_60337491098.html,High Quality Hydrogen  Used for Breathing,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Hydrogen Generator,Hydrogen Inhalation Machine,Gas Generator,PEM Electrolysis Cell,Ultrapure water machine",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 27%,Western Europe 13%,Southeast Asia 12%,Transactions(6 months),84,"$230,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=214792121&chkCompanyIds_f=IDX17Inxg_snFSM0Y3jGnwLXdnTyHcPfCLtdgeoi_tRO86q18Np9ai334PqvHfDskk9v&tracelog=contactOrg,Chat Now!
10,YRS,"Shenyang RMS Medical Tech Co., Ltd.",http://syrms.en.alibaba.com/company_profile.html#top-nav-bar,,,http://syrms.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/5L-font-b-OXYGEN-b-font_60470592951.html,5L   with CE,OXYGEN,CONCENTRATOR,OXYGEN,https://www.alibaba.com/product-detail/portable-5L-font-b-OXYGEN-b_60490969367.html,portable 5L,CONCENTRATOR,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Noninvasive Ventilators, ,High Flow Humidifier,CPAP,HFNC",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",South America 20%,Eastern Europe 20%,Domestic Market 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=214374862&chkCompanyIds_f=IDX1T5WoGZM1pBGaw3WaGkVmHbp69YPQp-8czyr65-nKXJunnTovOXY6nBi4kqHbM9yj&tracelog=contactOrg,Chat Now!
11,YRS,"Gongyi City Meiqi Industry & Trade Co., Ltd.",http://gymeiqi.en.alibaba.com/company_profile.html#top-nav-bar,,,http://gymeiqi.en.alibaba.com/contactinfo.html,Video,http://gymeiqi.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/High-Quality-Zeolite-13X-HP-Molecular_60802770431.html,High Quality Zeolite 13X HP Molecular sieve for,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/0-4-0-8MM-font-b_1600112793508.html,0.4-0.8MM  molecular sieve adsorbent 13X-HP for,oxygen,concentrator,,https://www.alibaba.com/product-detail/Molecular-Sieve-Zeolite-Lithium-LiLSX-zeolite_1600104082696.html,Molecular Sieve Zeolite Lithium LiLSX zeolite Molecular Sieve Ball Zeolite Desiccant Beads,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Flocculant,Potassium Aluminum Fluoride,phosphate,Walnut shell,zeolite",Country/Region:,China,Total Revenue:,US$5 Million - US$10 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 20%,South Asia 20%,Eastern Asia 15%,Transactions(6 months),83,"$20,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=213559022&chkCompanyIds_f=IDX1P9cFb8dazTmTAroqzJYR9ktxl6n6jNpl9-wBngDazsQjiv4HCcLjQFNB-Bjl8CSH&tracelog=contactOrg,Chat Now!
13,YRS,"BMC Medical Co., Ltd.",http://bmc-medical.en.alibaba.com/company_profile.html#top-nav-bar,,,http://bmc-medical.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/BMC-NMPA-CE-Certificate-APAP-Auto_291445420.html,BMC NMPA CE Certificate APAP Auto CPAP E-20A machine medical equipment   cpap with humidifier,oxygen,concentrator,Oxygen,https://www.alibaba.com/product-detail/BMC-Medical-Breathing-Machine-HFNC-Hospital_1600269190043.html,BMC Medical Breathing Machine HFNC Hospital Equipment High Flow Heated Humidifier  Respiratory Equipment H-80 Series,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"CPAP,Auto CPAP,BiPAP,Mask,Diagnosis Device",Country/Region:,China,Total Revenue:,US$5 Million - US$10 Million,Top 3 Markets:,", 
                                                                                                                                ,",Africa 7%,Western Europe 7%,Mid East 7%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=200520893&chkCompanyIds_f=IDX1GOO57FxRHEda39kTXi6UHywS5iuLZZo875DRVjsskVMbFNWXCNoJ93oL5CjC9qFm&tracelog=contactOrg,Chat Now!
2,YRS,"Xi'an Huafan Technology Co., Ltd.",http://huafankj.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://huafankj.en.alibaba.com/contactinfo.html,Video,http://huafankj.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Finished Product Inspection,https://activity.alibaba.com/sale/suppliertags.html,Onsite Material Inspection,https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://www.alibaba.com/product-detail/Portable-purity-font-b-oxygen-b_1600302209568.html,Portable purity   tester 100%vol oxigen analyzer,oxygen,concentrator,Oxygen,https://www.alibaba.com/product-detail/portable-100-VOL-font-b-Oxygen_1600234544756.html,portable 100%VOL  O2 gas analyzer for,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/Pipeline-use-fixed-font-b-oxygen_1600310090195.html,Pipeline use fixed   measurement  detector for pipeline,concentration,Oxygen,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Portable Gas Detector/Wall Mounted Gas Detector/Gas Transmitter/Gas Controller,WiFi Smart Plug",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Southeast Asia 58%,Mid East 10%,Africa 10%,Transactions(6 months),42,"$10,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=254892119&chkCompanyIds_f=IDX1KTwOipDo0U93OyO_8oeRHSx5xafj_CLw2_ZcWwCeRZ8WffShAL0O2i4en9hiQg60&tracelog=contactOrg,Leave Messages
1,YR,"Guangdong Gihomo Medical Technology Co., Ltd.",http://gihomo.en.alibaba.com/company_profile.html#top-nav-bar,,,http://gihomo.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/High-air-Compressor-pump-oil-free_1600312207207.html,High air Compressor pump oil free scroll air compressor pump medical 10L,oxygen,concentrator,Oxygen,https://www.alibaba.com/product-detail/2021-Hot-Selling-font-b-Oxygen_1600348758419.html,2021 Hot Selling   Analyzer  Purity Monitor,Concentration,Oxygen,oxygen,https://www.alibaba.com/product-detail/scroll-compressors-oil-free-for-medical_1600304141282.html,scroll compressors oil-free for medical,concentrator,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"air compressor,",Country/Region:,China,Total Revenue:,Below US$1 Million,Top 3 Markets:,",",Domestic Market 80%,Eastern Asia 20%,,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=260030880&chkCompanyIds_f=IDX1J8Ls_4ap27E_QqG81xKbjF51iY82zt0XEgtiL7h5PxlCbDDF0H8rTDGbe9DyAKbE&tracelog=contactOrg,Leave Messages
5,YRS,Ningbo Trustmomed Medical Instrument Company Limited,http://trustmomed.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://trustmomed.en.alibaba.com/contactinfo.html,Video,http://trustmomed.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Company Industry Experience(4 Year),https://activity.alibaba.com/sale/suppliertags.html,Supplier Assessment Procedures,https://activity.alibaba.com/sale/suppliertags.html,Self-branded Products (1),https://www.alibaba.com/product-detail/High-font-b-oxygen-b-font_1600256441139.html,High   non-rebreather non rebreather  mask with reservoir bag,oxygen,concentration,oxygen,https://www.alibaba.com/product-detail/Hot-sale-mask-neonatal-reusable-infant_1600240607438.html,Hot sale mask neonatal reusable infant ambu bag for,oxygen,concentrator,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Anaesthesia,Lab Consumables,Urological Series,Non Woven Series,Infusion Series",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Mid East 60%,Mid East 60%,Southeast Asia 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=240163839&chkCompanyIds_f=IDX1HOeCHGkBLicy6QJFmGxdTxrcxAYLP54L9rNAAf6OsE4-hlRGr-D3rLfGZ9-Tbls-&tracelog=contactOrg,Chat Now!
9,YRS,"Shenzhen Fitcare Electronics Co., Ltd.",http://fitcare.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://fitcare.en.alibaba.com/contactinfo.html,Video,http://fitcare.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Patents Awarded (6),https://activity.alibaba.com/sale/suppliertags.html,Quality Control Experts,https://activity.alibaba.com/sale/suppliertags.html,ODM Services Available,https://www.alibaba.com/product-detail/-font-b-Oxygen-b-font_1600061897242.html,Sensor Spo2 with SDK Heart Rate Monitor Wrist Band,Oxygen,Concentration,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Punch Tracker,Bicycle Computer,Heart Rate Monitor Armband,Heart Rate monitor,Smart Bike Trainer",Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 30%,Domestic Market 25%,Western Europe 15%,Transactions(6 months),86,"$110,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=218281123&chkCompanyIds_f=IDX1JfnqQoa7D48pwhaDcVDLRBjJUxr9sUeIHmu4DQVBEkIXeNgx3zC907vGCS-OHvPd&tracelog=contactOrg,Leave Messages
7,YRS,"Zhengzhou Magique Huaer Biotech Co., Ltd.",http://biohuaer.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://biohuaer.en.alibaba.com/contactinfo.html,Video,http://biohuaer.en.alibaba.com/videoshow.html?d_type=cv,https://activity.alibaba.com/sale/suppliertags.html,Full Customization,https://activity.alibaba.com/sale/suppliertags.html,Test Machines (3),https://activity.alibaba.com/sale/suppliertags.html,Onsite Material Inspection,https://www.alibaba.com/product-detail/Portable-High-font-b-concentrated-b_62512548003.html,Portable High- oxgen facial machine Hyperbaric Beauty Skin Rejuvenation  Jet Peel  Facial Machine,concentrated,Oxygen,Oxygen,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Teeth Whitening Powder,Facial Mask,Face Serum,Face Cream,Body Scrub",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 38%,Southeast Asia 15%,Southeast Asia 15%,Transactions(6 months),517,"$380,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=234867460&chkCompanyIds_f=IDX1_EaLABGNbyO9JOjPZKuKUjoWR3gxVMPfp_VOM95FXIzwJ-MZztLa12WP3Ev--jNR&tracelog=contactOrg,Chat Now!
1,YR,"Jiangsu Weiwomuen Medical Device Co., Ltd.",http://vivomedical.en.alibaba.com/company_profile.html#top-nav-bar,,,http://vivomedical.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/KSOC-10-low-noise-medical-high_1600317264226.html,KSOC-10 low noise medical high flow 10l   for hospital,oxygen,concentrator,oxygen,https://www.alibaba.com/product-detail/KSM-5-home-use-low-noise_1600324979506.html,KSM-5 home use low noise rechargeable 5L portable   for travel Mobile,concentrator,Oxygen,Concentrator,https://www.alibaba.com/product-detail/KSM-2-built-in-pump-piston_1600324681921.html,KSM-2 built-in pump piston compressor 2L portable   for home use High Flow,oxygen,concentrator,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Generator,Sphygmomanometer,Oximeter,Monitor,New Crown Reagent",Country/Region:,China,Top 3 Markets:,Southeast Asia 2%,,,,,,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=260269021&chkCompanyIds_f=IDX1LOoEm7AEghtssX_JxJxY51MgiQChsQWjRxx0Y7Xlwr_uof-Me7fyRq5nDi3O9Vld&tracelog=contactOrg,Leave Messages
2,YRS,"Xuzhou Kanfur Electronic Technology Co., Ltd.",http://cnkanfur.en.alibaba.com/company_profile.html#top-nav-bar,,,http://cnkanfur.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/Home-Appliances-font-b-Oxygen-b_1600203798383.html,Home Appliances   Hepa Filter Carbon Filter Air Purifier with Uv Light,Oxygen,Concentrator,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Ultraviolet disinfection lamp,Ultraviolet disinfection box,Formaldehyde detector,Toothbrush disinfection rack,Ultraviolet Lamps",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 20%,Domestic Market 20%,Central America 10%,Transactions(6 months),11,"$70,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=251225227&chkCompanyIds_f=IDX14QozcEWmTEzf8yrse9WPqBof1cqsBu6DRlUjmSNP7MeGQMmk5mHO_KbDjHXmwmYP&tracelog=contactOrg,Chat Now!
1,YR,"Shenzhen Hainayu Electronics Co., Ltd.",http://hnyelectronics.en.alibaba.com/company_profile.html#top-nav-bar,,,http://hnyelectronics.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/-font-b-Oxygen-b-font_1600380581489.html,sensor module Heart rate pulse Heartbeat MAX30100,Oxygen,concentration,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"The integrated circuit,Electronic component,triode,diode,IGBT module",Country/Region:,China,Total Revenue:,US$10 Million - US$50 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 30%,Southeast Asia 10%,Eastern Europe 10%,,,,https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=259958311&chkCompanyIds_f=IDX1b-6dPZDleTbdygBpiup_U9ZspDybEfpyHLO3dFsBdj7Izsku1XfVuM8cVxulCFtT&tracelog=contactOrg,Chat Now!
2,YRS,"Kepler Industry Automation Co.,ltd.",http://kaplervalve.en.alibaba.com/company_profile.html#top-nav-bar,,,http://kaplervalve.en.alibaba.com/contactinfo.html,,,,,,,,,https://www.alibaba.com/product-detail/12V-24V-220V-stainless-steel-motorized_1600412176269.html,12V 24V 220V stainless steel motorized valve motorized   valve motorized valve for water,oxygen,concentrator,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Solenoid Valve,Electric Valve,Angle seat valve,Pneumatic Valve,Electronic",Country/Region:,China,Total Revenue:,US$2.5 Million - US$5 Million,Top 3 Markets:,", 
                                                                                                                                ,",North America 40%,Eastern Europe 30%,Oceania 10%,Transactions(6 months),14,"$20,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=251505113&chkCompanyIds_f=IDX1OsQVQP3xQyChOgY2WHDoLDZgJfh0qC_VHVjl85JHcxXphkv4S-fHSsAaC3-dcHYK&tracelog=contactOrg,Chat Now!
2,YRS,"Changzhou Wujin Dongnan Machinery & Electrical Appliance Co., Ltd.",http://crmachinery.en.alibaba.com/company_profile.html#top-nav-bar,Supplier,https://fuwu.alibaba.com/page/verifiedsuppliers.htm,http://crmachinery.en.alibaba.com/contactinfo.html,Video,http://crmachinery.en.alibaba.com/videoshow.html?d_type=cv,,,,,,,https://www.alibaba.com/product-detail/Pcb-Production-Manufacturer-Keyboard-Hot-Swap_1600426063118.html,Pcb Production Manufacturer Keyboard Hot Swap Mobile Phone   Gold Detector Gh60 Oem Pcb,Oxygen,Concentrator,,,,,,,,,,,Supplier Index:,https://activity.alibaba.com/helpcenter/SOPI.html,Main Products:,"Ultrasonic Welding Machine,3D Printer,Hot Air Welding Machine,Hot Air Sealing Machine,Mask Machine",Country/Region:,China,Total Revenue:,US$1 Million - US$2.5 Million,Top 3 Markets:,", 
                                                                                                                                ,",Domestic Market 50%,Mid East 20%,South America 10%,Transaction(6 months),1,"$2,000+",https://message.alibaba.com/msgsend/contact.htm?action=contact_action&appForm=s_en&chkCompanyIds=254653738&chkCompanyIds_f=IDX1lD6ZIA3ey5uUtIs9T8Y9wokrqsU-2BhyYUUN8F845-rMCnBEEMgjpFIBAyezBKvg&tracelog=contactOrg,Chat Now!
